Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDV02,OUT035,2780.6762003060053
FDN09,OUT046,3858.312609058717
NCM55,OUT027,5274.172068116978
FDN23,OUT018,2308.6137183966307
FDY31,OUT010,369.2554003059034
FDW03,OUT010,245.01071556854333
FDD14,OUT046,3058.732408380357
FDV23,OUT017,2000.3357323648459
DRI03,OUT045,2830.2493935972134
FDN13,OUT035,1565.5960245765382
FDF45,OUT027,1334.397685158239
FDU46,OUT035,1369.6354104623183
FDB57,OUT049,3837.9831493459405
FDV12,OUT049,1567.2727707667943
FDQ58,OUT013,2408.2471554721815
NCA18,OUT017,1825.5053629940192
FDH52,OUT049,982.1010021734027
FDM24,OUT018,2308.6137183966307
NCP43,OUT027,4832.007643472008
NCO18,OUT019,422.48920223950836
FDM32,OUT017,1377.4761647783414
NCL07,OUT017,580.4451094481021
FDK03,OUT013,4135.02059985295
FDP59,OUT017,1662.4036488755419
FDQ24,OUT049,4190.625417058942
FDQ16,OUT018,1567.8210600598663
FDU44,OUT013,2511.8793705519543
FDH28,OUT010,131.3137370995446
FDV28,OUT019,131.3137370995446
FDM22,OUT045,891.0608491029108
FDR56,OUT046,3135.9181770772784
FDV39,OUT049,3075.2007308354705
FDU37,OUT019,160.9213109693158
FDQ11,OUT010,573.209402764084
FDX02,OUT045,3772.6391576817737
NCS42,OUT018,1433.2657334940832
FDY57,OUT027,2828.383149673852
FDB21,OUT049,3801.164576961599
FDE28,OUT017,3789.4347025645775
FDQ55,OUT017,2017.6681200537184
FDA48,OUT049,3687.8058783392125
FDZ19,OUT045,2743.917979592012
NCC43,OUT045,3784.437219275589
NCV18,OUT046,1401.8316334091185
NCA42,OUT018,2464.7855960323977
FDY45,OUT046,4019.1400132233302
NCC30,OUT045,2882.6642818061314
FDM57,OUT013,1399.1973174139985
FDL09,OUT010,379.2099556180328
FDB09,OUT027,2947.3692572890445
FDT44,OUT035,1876.4561920508204
NCT06,OUT027,4234.623303381539
FDX26,OUT049,3212.8147518058977
FDK32,OUT013,2451.369027779138
DRA12,OUT046,2133.7237222844487
FDO46,OUT010,497.5233433662373
FDE52,OUT013,1377.3925376022132
NCH42,OUT045,3851.025757738576
FDV08,OUT035,620.6197228729242
FDB47,OUT018,3368.0470185061977
FDC28,OUT010,257.9909692614681
FDD22,OUT046,1931.2638023437858
FDS07,OUT027,2930.6627361131787
DRI13,OUT045,3626.4832028395704
FDG32,OUT018,3512.586704642653
FDU14,OUT017,4202.357826214514
FDD28,OUT019,133.33588624967194
NCP41,OUT017,1633.94037674785
FDS08,OUT049,2763.7829361325885
FDX47,OUT045,2462.0367432045246
FDC53,OUT019,250.83737671114395
FDQ19,OUT035,4054.7762390033313
FDL14,OUT045,2406.8911662276137
FDM33,OUT019,573.6508686023625
FDA51,OUT045,1844.7978039767168
FDZ27,OUT018,741.3723712783936
FDT04,OUT046,662.8773396273615
DRC13,OUT049,2065.8506870114493
FDR16,OUT027,5853.4485979701385
FDQ03,OUT027,5853.4485979701385
FDE38,OUT035,2644.936207377983
DRH23,OUT027,1271.2869337542638
FDT11,OUT019,499.93392936537987
FDD09,OUT035,2948.3172883517195
FDR40,OUT045,1349.5636321542843
FDX07,OUT017,2980.050192280635
FDR07,OUT035,1558.185800313726
FDA51,OUT017,1849.3159418982707
FDT59,OUT019,573.9809270730572
FDF20,OUT017,3020.176208572904
FDR13,OUT045,1932.4157259240028
FDY26,OUT049,3735.219162726129
FDW04,OUT017,1957.1051903587895
FDK52,OUT017,3703.9633746624045
FDN60,OUT049,2608.9758311125333
FDM09,OUT019,404.62704956455804
FDP46,OUT049,1331.2536216894744
FDB50,OUT019,160.9213109693158
NCQ29,OUT049,4012.9745704271063
FDP16,OUT027,5853.4485979701385
FDX33,OUT018,2420.5292029142547
FDP07,OUT010,511.7772941510793
FDN22,OUT046,3813.9278144581144
FDF39,OUT049,4334.99484814467
FDS21,OUT017,984.1764525761423
NCM42,OUT013,1639.9214840910633
FDK50,OUT019,380.1886447347022
DRF13,OUT027,4114.467849953909
FDH35,OUT018,2473.5294393948707
FDP60,OUT018,1505.6001665200063
DRJ49,OUT027,2955.4498373906904
NCT42,OUT019,368.6927651161051
FDE38,OUT049,2631.6518583657053
FDI04,OUT049,3168.358648717726
NCH54,OUT045,2682.9898284106102
FDT56,OUT049,924.0668455160215
DRD15,OUT018,3560.104134124288
FDV58,OUT013,2979.1731044588146
FDP21,OUT049,3273.388501296296
FDH05,OUT013,3670.5644285624135
FDR10,OUT027,4234.623303381539
NCP06,OUT045,2534.9094002252837
FDF33,OUT049,1679.1529124649626
DRK37,OUT013,3233.9156261416147
DRH49,OUT045,1307.7851859156754
FDT58,OUT013,2595.583659479237
FDD41,OUT018,1631.141403283962
FDP40,OUT018,1676.9932179508826
FDM51,OUT027,2841.601877300116
FDO45,OUT010,204.51725716068648
FDW33,OUT010,244.79743598701282
FDY24,OUT045,871.268348527725
FDB10,OUT010,572.8793442933892
FDM40,OUT035,2044.4224935265904
NCI06,OUT017,3075.02778395793
FDW12,OUT019,342.2566989593036
FDX48,OUT027,4140.133183173315
NCW05,OUT027,2872.167590691204
FDX27,OUT017,1522.7794062174282
DRM37,OUT045,3163.710225635956
FDA38,OUT045,4036.005989082072
FDR36,OUT046,672.8259402513811
FDZ45,OUT046,3196.520648614025
FDG05,OUT017,2467.843217900125
FDK28,OUT013,4329.674707605636
FDV47,OUT045,1335.8879939253823
FDN21,OUT045,2607.8684037807193
FDP20,OUT027,2955.4498373906904
FDI35,OUT045,3218.436351686417
DRY23,OUT013,743.4857922354848
FDA56,OUT017,2072.3994514633196
FDB09,OUT013,1985.671278829489
NCO26,OUT027,2930.6627361131787
FDQ49,OUT018,2412.27724936685
FDI52,OUT027,2947.3692572890445
FDZ44,OUT027,2930.6627361131787
FDZ09,OUT018,2512.7833831315775
FDY03,OUT049,1903.3003111072824
NCG42,OUT017,2025.270408018995
DRI13,OUT027,5853.4485979701385
FDQ32,OUT013,2045.7504643541254
FDW16,OUT035,1367.285933832903
FDU27,OUT046,792.7081840656729
FDR28,OUT010,380.1886447347022
FDQ49,OUT010,377.555014262825
FDS37,OUT046,1986.516276402276
FDW26,OUT018,3506.1083992413915
FDX12,OUT018,3752.1694455990655
NCP06,OUT013,2426.7371667115767
FDW45,OUT010,368.6927651161051
NCN30,OUT049,1477.1618024204151
FDN24,OUT049,867.1425883246361
NCL41,OUT027,985.4118393353641
FDR02,OUT019,261.61915120551794
FDD09,OUT010,454.10647921035087
FDS33,OUT010,204.9755856554765
FDU22,OUT045,1932.9242337404162
FDI53,OUT013,2418.518982495391
DRH01,OUT049,2830.3499827623145
FDX32,OUT013,2144.5978730281468
NCP30,OUT018,595.935253287138
FDB60,OUT045,3061.768491281292
FDB14,OUT049,1421.9250942355511
NCP02,OUT035,861.7815186214307
FDJ10,OUT017,2027.8515165998347
FDG34,OUT046,1754.4405034604927
NCB18,OUT017,1351.6103199584538
FDM16,OUT049,1136.6558655762806
FDW25,OUT018,1331.9112474658084
FDB35,OUT010,224.51188897634492
DRN11,OUT013,2136.8189247760547
FDF41,OUT019,574.3112411758623
FDH16,OUT045,1373.0616419819044
NCQ50,OUT018,3404.505674552451
DRH23,OUT018,889.2960836108916
DRJ37,OUT013,2333.3007775973406
DRJ24,OUT027,5274.172068116978
FDY16,OUT035,3038.363671050292
FDQ27,OUT045,1745.5509232816912
FDZ33,OUT045,2446.39230040706
FDF29,OUT045,2135.8899208483026
FDA08,OUT049,2588.943521300562
FDG31,OUT046,1162.0510998649206
FDE34,OUT019,472.9556153179674
NCR30,OUT027,1475.6135883491436
FDV33,OUT035,4057.358544183922
DRZ24,OUT018,1900.805669292259
NCL54,OUT035,2874.4759571757327
FDR12,OUT049,2954.3764357394834
NCC54,OUT046,3764.848187629805
DRN59,OUT013,833.3681229851901
FDX50,OUT019,262.2674894165538
FDV31,OUT027,4702.32543910871
NCA29,OUT027,4372.812649334548
FDW60,OUT049,2909.6392882918462
FDX08,OUT017,3096.937736501681
DRD49,OUT013,3649.7288072715805
FDD33,OUT046,3690.1392607816456
FDW35,OUT013,738.1078794395305
FDJ36,OUT017,1679.67225736837
FDV51,OUT035,2792.9583456027376
FDW36,OUT046,1654.6493475011348
FDH35,OUT046,2629.314139211519
NCS30,OUT027,2955.4498373906904
FDN49,OUT017,588.2886673708036
FDL08,OUT018,3650.426433284803
FDI09,OUT013,3715.0442412542975
FDP19,OUT018,1956.330249839978
FDU21,OUT010,131.3137370995446
NCP41,OUT045,1623.6904104329733
FDY10,OUT013,1765.1762794255765
FDP12,OUT018,566.346747527779
NCN26,OUT049,2013.998043974685
FDK44,OUT013,2763.867356219772
FDC28,OUT049,1644.5497859549746
FDJ41,OUT027,5853.4485979701385
NCT29,OUT035,1918.2821400119608
NCH42,OUT019,573.3205544995574
FDU60,OUT018,2558.480023356207
FDS02,OUT045,3143.453069249811
FDC51,OUT046,2142.55246324042
FDU03,OUT013,3018.188536691674
FDX39,OUT045,3639.9039721973254
NCY05,OUT010,131.3137370995446
NCL06,OUT027,5853.4485979701385
FDD32,OUT035,1242.2156334850342
NCN41,OUT045,1930.2399619220657
NCX53,OUT049,2238.448877452279
FDU57,OUT019,368.6927651161051
FDQ23,OUT046,1704.637685262776
FDQ52,OUT045,3993.7099434473644
FDC14,OUT045,632.4722667633977
FDY09,OUT035,2991.3087557002327
FDQ28,OUT045,2627.9657847033377
FDV25,OUT046,3791.6774037133914
FDJ07,OUT035,2003.8982554150452
DRB25,OUT049,1648.8899857310514
FDK52,OUT019,574.3112411758623
FDY52,OUT027,1399.2309015476428
FDB28,OUT046,3183.06394998255
FDT36,OUT035,584.8562471160513
FDV25,OUT017,3831.5680934564675
NCN07,OUT027,2955.4498373906904
FDC57,OUT017,2969.2893844402224
FDQ03,OUT018,3516.3011755701127
FDU23,OUT017,2795.299043596521
NCX41,OUT035,3692.471323078269
NCD06,OUT035,760.507675891104
FDW08,OUT045,1617.1500500707539
NCU29,OUT017,2439.232654587725
NCE06,OUT013,2420.971445211259
FDV52,OUT010,268.6720350231387
FDB02,OUT017,2861.2523765817805
NCR18,OUT045,638.6746061957128
FDK16,OUT049,1498.0412870223815
NCQ29,OUT010,572.8793442933892
FDZ01,OUT019,250.83737671114395
FDW27,OUT035,2428.1187937964232
FDD17,OUT018,3642.528763536522
FDW39,OUT013,2858.122564608026
DRH59,OUT045,1126.0398649897945
FDS52,OUT013,1602.7736237876043
FDU40,OUT027,5749.79431858892
NCF54,OUT013,2779.855908414753
FDH46,OUT045,1752.705682575378
NCP14,OUT049,1686.521743085256
FDH50,OUT049,3250.635832521726
DRF15,OUT010,372.2013823825008
FDV27,OUT027,2567.308395352878
NCJ06,OUT049,2098.3956718038867
FDN02,OUT018,3266.2562610310533
FDQ51,OUT049,762.8335030351521
FDQ07,OUT017,3732.7537327294954
FDS45,OUT049,1699.2507360634295
NCJ06,OUT045,2032.9001158156002
FDD36,OUT035,2036.1049377219251
FDY25,OUT045,3182.677300704281
FDU52,OUT046,2349.2770852979024
DRK47,OUT017,3776.579226405251
NCL30,OUT017,1961.1873872946662
FDN22,OUT035,3844.4991607321263
NCF30,OUT027,2955.4498373906904
FDK03,OUT035,4212.054650368663
FDT45,OUT017,880.624074797188
